row_index,repository,commit,filepath,failure_prone,status,nodes,edges,graphml_path,error
5117,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/reset/tasks/main.yml,1.0,SUCCESS,93,115,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/reset/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5120,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_server/tasks/vip.yml,1.0,SUCCESS,26,28,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_server/tasks/vip.yml/PDG_FILE_LEVEL/pdg.graphml,
5121,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/raspberrypi/tasks/setup/Rocky.yml,1.0,SUCCESS,8,7,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/raspberrypi/tasks/setup/Rocky.yml/PDG_FILE_LEVEL/pdg.graphml,
5122,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/raspberrypi/tasks/teardown/Ubuntu.yml,1.0,SUCCESS,3,2,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/raspberrypi/tasks/teardown/Ubuntu.yml/PDG_FILE_LEVEL/pdg.graphml,
5123,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/raspberrypi/tasks/setup/Ubuntu.yml,1.0,SUCCESS,8,7,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/raspberrypi/tasks/setup/Ubuntu.yml/PDG_FILE_LEVEL/pdg.graphml,
5124,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_agent/tasks/main.yml,1.0,SUCCESS,30,32,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_agent/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5125,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_server/tasks/kube-vip.yml,1.0,SUCCESS,26,28,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_server/tasks/kube-vip.yml/PDG_FILE_LEVEL/pdg.graphml,
5127,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/raspberrypi/tasks/main.yml,1.0,SUCCESS,39,42,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/raspberrypi/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5128,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,molecule/resources/verify_from_outside/tasks/kubecfg-fetch.yml,0.0,SUCCESS,15,15,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/molecule/resources/verify_from_outside/tasks/kubecfg-fetch.yml/PDG_FILE_LEVEL/pdg.graphml,
5130,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_server/tasks/metallb.yml,1.0,SUCCESS,35,41,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_server/tasks/metallb.yml/PDG_FILE_LEVEL/pdg.graphml,
5131,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_server_post/tasks/metallb.yml,1.0,SUCCESS,89,107,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_server_post/tasks/metallb.yml/PDG_FILE_LEVEL/pdg.graphml,
5132,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,molecule/resources/verify_from_outside/tasks/main.yml,0.0,SUCCESS,78,91,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/molecule/resources/verify_from_outside/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5133,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_server_post/tasks/main.yml,1.0,SUCCESS,329,463,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_server_post/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5135,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/proxmox_lxc/tasks/main.yml,1.0,SUCCESS,37,50,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/proxmox_lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5139,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/k3s_server_post/tasks/cilium.yml,1.0,SUCCESS,154,192,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/k3s_server_post/tasks/cilium.yml/PDG_FILE_LEVEL/pdg.graphml,
5140,timothystewart6/k3s-ansible,ea3b3c776a47b62eea42cbafc0d36e5101182f09,roles/prereq/tasks/main.yml,1.0,SUCCESS,54,68,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/ea3b3c776a47b62eea42cbafc0d36e5101182f09/roles/prereq/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5141,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/reset_proxmox_lxc/tasks/main.yml,1.0,SUCCESS,41,54,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/reset_proxmox_lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5142,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server/tasks/http_proxy.yml,1.0,SUCCESS,15,15,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server/tasks/http_proxy.yml/PDG_FILE_LEVEL/pdg.graphml,
5144,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_agent/tasks/http_proxy.yml,1.0,SUCCESS,18,19,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_agent/tasks/http_proxy.yml/PDG_FILE_LEVEL/pdg.graphml,
5145,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server/tasks/fetch_k3s_init_logs.yml,1.0,SUCCESS,18,17,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server/tasks/fetch_k3s_init_logs.yml/PDG_FILE_LEVEL/pdg.graphml,
5148,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/download/tasks/main.yml,1.0,SUCCESS,37,45,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/download/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5151,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_custom_registries/tasks/main.yml,1.0,SUCCESS,16,17,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_custom_registries/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5152,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,molecule/resources/verify_from_outside/tasks/kubecfg-cleanup.yml,0.0,SUCCESS,5,4,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/molecule/resources/verify_from_outside/tasks/kubecfg-cleanup.yml/PDG_FILE_LEVEL/pdg.graphml,
5153,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server_post/tasks/calico.yml,1.0,SUCCESS,75,80,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server_post/tasks/calico.yml/PDG_FILE_LEVEL/pdg.graphml,
5154,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/reset/tasks/umount_with_children.yml,1.0,SUCCESS,14,16,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/reset/tasks/umount_with_children.yml/PDG_FILE_LEVEL/pdg.graphml,
5156,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/raspberrypi/tasks/setup/Raspbian.yml,1.0,SUCCESS,26,26,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/raspberrypi/tasks/setup/Raspbian.yml/PDG_FILE_LEVEL/pdg.graphml,
5157,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server/tasks/main.yml,1.0,SUCCESS,222,312,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5158,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/lxc/tasks/main.yml,1.0,SUCCESS,16,17,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5159,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/reset/tasks/main.yml,1.0,SUCCESS,93,115,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/reset/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5162,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server/tasks/vip.yml,1.0,SUCCESS,24,26,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server/tasks/vip.yml/PDG_FILE_LEVEL/pdg.graphml,
5163,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/raspberrypi/tasks/setup/Rocky.yml,1.0,SUCCESS,8,7,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/raspberrypi/tasks/setup/Rocky.yml/PDG_FILE_LEVEL/pdg.graphml,
5164,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/raspberrypi/tasks/teardown/Ubuntu.yml,1.0,SUCCESS,3,2,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/raspberrypi/tasks/teardown/Ubuntu.yml/PDG_FILE_LEVEL/pdg.graphml,
5165,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/raspberrypi/tasks/setup/Ubuntu.yml,1.0,SUCCESS,8,7,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/raspberrypi/tasks/setup/Ubuntu.yml/PDG_FILE_LEVEL/pdg.graphml,
5166,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_agent/tasks/main.yml,1.0,SUCCESS,49,66,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_agent/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5167,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server/tasks/kube-vip.yml,1.0,SUCCESS,26,28,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server/tasks/kube-vip.yml/PDG_FILE_LEVEL/pdg.graphml,
5169,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/raspberrypi/tasks/main.yml,1.0,SUCCESS,39,42,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/raspberrypi/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5170,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,molecule/resources/verify_from_outside/tasks/kubecfg-fetch.yml,0.0,SUCCESS,15,15,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/molecule/resources/verify_from_outside/tasks/kubecfg-fetch.yml/PDG_FILE_LEVEL/pdg.graphml,
5172,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server/tasks/metallb.yml,1.0,SUCCESS,35,41,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server/tasks/metallb.yml/PDG_FILE_LEVEL/pdg.graphml,
5173,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server_post/tasks/metallb.yml,1.0,SUCCESS,89,107,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server_post/tasks/metallb.yml/PDG_FILE_LEVEL/pdg.graphml,
5174,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,molecule/resources/verify_from_outside/tasks/main.yml,0.0,SUCCESS,78,91,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/molecule/resources/verify_from_outside/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5175,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server_post/tasks/main.yml,1.0,SUCCESS,329,462,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server_post/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5177,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/proxmox_lxc/tasks/main.yml,1.0,SUCCESS,37,50,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/proxmox_lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5181,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/k3s_server_post/tasks/cilium.yml,1.0,SUCCESS,154,191,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/k3s_server_post/tasks/cilium.yml/PDG_FILE_LEVEL/pdg.graphml,
5182,timothystewart6/k3s-ansible,a46d97a28d32069ff06afae72c54c9fd5200f65a,roles/prereq/tasks/main.yml,1.0,SUCCESS,54,68,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/a46d97a28d32069ff06afae72c54c9fd5200f65a/roles/prereq/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5183,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/reset_proxmox_lxc/tasks/main.yml,1.0,SUCCESS,41,54,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/reset_proxmox_lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5184,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server/tasks/http_proxy.yml,1.0,SUCCESS,15,15,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server/tasks/http_proxy.yml/PDG_FILE_LEVEL/pdg.graphml,
5186,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_agent/tasks/http_proxy.yml,1.0,SUCCESS,18,19,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_agent/tasks/http_proxy.yml/PDG_FILE_LEVEL/pdg.graphml,
5187,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server/tasks/fetch_k3s_init_logs.yml,1.0,SUCCESS,18,17,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server/tasks/fetch_k3s_init_logs.yml/PDG_FILE_LEVEL/pdg.graphml,
5190,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/download/tasks/main.yml,1.0,SUCCESS,37,45,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/download/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5193,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_custom_registries/tasks/main.yml,1.0,SUCCESS,16,17,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_custom_registries/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5194,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,molecule/resources/verify_from_outside/tasks/kubecfg-cleanup.yml,0.0,SUCCESS,5,4,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/molecule/resources/verify_from_outside/tasks/kubecfg-cleanup.yml/PDG_FILE_LEVEL/pdg.graphml,
5195,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server_post/tasks/calico.yml,1.0,SUCCESS,75,80,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server_post/tasks/calico.yml/PDG_FILE_LEVEL/pdg.graphml,
5196,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/reset/tasks/umount_with_children.yml,1.0,SUCCESS,14,16,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/reset/tasks/umount_with_children.yml/PDG_FILE_LEVEL/pdg.graphml,
5198,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/raspberrypi/tasks/setup/Raspbian.yml,1.0,SUCCESS,26,26,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/raspberrypi/tasks/setup/Raspbian.yml/PDG_FILE_LEVEL/pdg.graphml,
5199,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server/tasks/main.yml,1.0,SUCCESS,222,312,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5200,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/lxc/tasks/main.yml,1.0,SUCCESS,16,17,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5201,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/reset/tasks/main.yml,1.0,SUCCESS,93,115,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/reset/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5204,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server/tasks/vip.yml,1.0,SUCCESS,24,26,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server/tasks/vip.yml/PDG_FILE_LEVEL/pdg.graphml,
5205,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/raspberrypi/tasks/setup/Rocky.yml,1.0,SUCCESS,8,7,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/raspberrypi/tasks/setup/Rocky.yml/PDG_FILE_LEVEL/pdg.graphml,
5206,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/raspberrypi/tasks/teardown/Ubuntu.yml,1.0,SUCCESS,3,2,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/raspberrypi/tasks/teardown/Ubuntu.yml/PDG_FILE_LEVEL/pdg.graphml,
5207,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/raspberrypi/tasks/setup/Ubuntu.yml,1.0,SUCCESS,8,7,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/raspberrypi/tasks/setup/Ubuntu.yml/PDG_FILE_LEVEL/pdg.graphml,
5208,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_agent/tasks/main.yml,1.0,SUCCESS,49,66,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_agent/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5209,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server/tasks/kube-vip.yml,1.0,SUCCESS,26,28,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server/tasks/kube-vip.yml/PDG_FILE_LEVEL/pdg.graphml,
5211,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/raspberrypi/tasks/main.yml,1.0,SUCCESS,39,42,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/raspberrypi/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5212,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,molecule/resources/verify_from_outside/tasks/kubecfg-fetch.yml,0.0,SUCCESS,15,15,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/molecule/resources/verify_from_outside/tasks/kubecfg-fetch.yml/PDG_FILE_LEVEL/pdg.graphml,
5214,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server/tasks/metallb.yml,1.0,SUCCESS,35,41,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server/tasks/metallb.yml/PDG_FILE_LEVEL/pdg.graphml,
5215,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server_post/tasks/metallb.yml,1.0,SUCCESS,93,112,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server_post/tasks/metallb.yml/PDG_FILE_LEVEL/pdg.graphml,
5216,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,molecule/resources/verify_from_outside/tasks/main.yml,0.0,SUCCESS,78,91,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/molecule/resources/verify_from_outside/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5217,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server_post/tasks/main.yml,1.0,SUCCESS,333,468,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server_post/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5219,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/proxmox_lxc/tasks/main.yml,1.0,SUCCESS,37,50,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/proxmox_lxc/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
5223,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/k3s_server_post/tasks/cilium.yml,1.0,SUCCESS,154,191,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/k3s_server_post/tasks/cilium.yml/PDG_FILE_LEVEL/pdg.graphml,
5224,timothystewart6/k3s-ansible,668d7fb896c226cde2960491a60b917db8a4bf7e,roles/prereq/tasks/main.yml,1.0,SUCCESS,54,68,/app/output/second_pdg_extraction/pdg_file_level/timothystewart6/k3s-ansible/668d7fb896c226cde2960491a60b917db8a4bf7e/roles/prereq/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
