row_index,repository,commit,filepath,failure_prone,status,nodes,edges,graphml_path,error
1041,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1042,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/ssh_hardening/vars/Rocky_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1043,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/vars/Rocky_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1044,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/tasks/auditd.yml,1.0,SUCCESS,11,10,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/os_hardening/tasks/auditd.yml/PDG_FILE_LEVEL/pdg.graphml,
1045,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/tasks/pam_debian.yml,1.0,SUCCESS,72,101,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/os_hardening/tasks/pam_debian.yml/PDG_FILE_LEVEL/pdg.graphml,
1046,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/tasks/minimize_access.yml,1.0,SUCCESS,59,68,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/os_hardening/tasks/minimize_access.yml/PDG_FILE_LEVEL/pdg.graphml,
1047,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/mysql_hardening/tasks/main.yml,1.0,SUCCESS,160,223,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/mysql_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1048,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/tasks/main.yml,0.0,SUCCESS,596,1245,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/os_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1049,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/nginx_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,meta file
1050,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/mysql_hardening/vars/Ubuntu_16.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1051,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/ssh_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1052,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/ssh_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1053,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/tasks/profile.yml,1.0,SUCCESS,14,14,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/os_hardening/tasks/profile.yml/PDG_FILE_LEVEL/pdg.graphml,
1054,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/nginx_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,handlers file
1055,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/ssh_hardening/vars/SmartOS.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1056,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/mysql_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1057,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/os_hardening/tasks/selinux.yml,1.0,SUCCESS,7,6,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/os_hardening/tasks/selinux.yml/PDG_FILE_LEVEL/pdg.graphml,
1058,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/nginx_hardening/tasks/main.yml,1.0,SUCCESS,86,89,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/nginx_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1059,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/ssh_hardening/tasks/hardening.yml,1.0,SUCCESS,269,406,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/27c6b93d04c4be05f254b2c0f86d171eb1b59167/roles/ssh_hardening/tasks/hardening.yml/PDG_FILE_LEVEL/pdg.graphml,
1060,dev-sec/ansible-collection-hardening,27c6b93d04c4be05f254b2c0f86d171eb1b59167,roles/ssh_hardening/vars/RedHat_8.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1061,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/RedHat_7.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1062,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/RedHat.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1063,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/nginx_hardening/vars/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1064,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/RedHat_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1065,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/Amazon.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1066,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,handlers file
1067,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/securetty.yml,1.0,SUCCESS,6,5,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/securetty.yml/PDG_FILE_LEVEL/pdg.graphml,
1068,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/pam.yml,1.0,SUCCESS,130,205,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/pam.yml/PDG_FILE_LEVEL/pdg.graphml,
1069,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1070,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Ubuntu_18.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1071,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/selinux.yml,1.0,SUCCESS,49,55,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/selinux.yml/PDG_FILE_LEVEL/pdg.graphml,
1072,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/suid_sgid.yml,1.0,SUCCESS,35,42,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/suid_sgid.yml/PDG_FILE_LEVEL/pdg.graphml,
1073,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/sysctl.yml,1.0,SUCCESS,73,91,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/sysctl.yml/PDG_FILE_LEVEL/pdg.graphml,
1074,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Oracle Linux.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1075,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/tasks/mysql_secure_installation.yml,1.0,SUCCESS,75,105,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/mysql_hardening/tasks/mysql_secure_installation.yml/PDG_FILE_LEVEL/pdg.graphml,
1076,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1077,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1078,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Rocky_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1079,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,meta file
1080,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/ca_keys_and_principals.yml,1.0,SUCCESS,35,47,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/ca_keys_and_principals.yml/PDG_FILE_LEVEL/pdg.graphml,
1081,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1082,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/login_defs.yml,1.0,SUCCESS,6,5,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/login_defs.yml/PDG_FILE_LEVEL/pdg.graphml,
1083,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/pam_rhel.yml,1.0,SUCCESS,34,33,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/pam_rhel.yml/PDG_FILE_LEVEL/pdg.graphml,
1084,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/RedHat_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1085,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1086,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/crypto_hostkeys.yml,1.0,SUCCESS,39,44,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/crypto_hostkeys.yml/PDG_FILE_LEVEL/pdg.graphml,
1087,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/RedHat_7.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1088,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/apt.yml,1.0,SUCCESS,9,8,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/apt.yml/PDG_FILE_LEVEL/pdg.graphml,
1089,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/crypto_macs.yml,1.0,SUCCESS,25,24,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/crypto_macs.yml/PDG_FILE_LEVEL/pdg.graphml,
1090,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/main.yml,0.0,SUCCESS,272,449,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1091,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,meta file
1092,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/FreeBSD.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1093,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/OpenBSD.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1094,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/crypto_ciphers.yml,1.0,SUCCESS,13,12,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/crypto_ciphers.yml/PDG_FILE_LEVEL/pdg.graphml,
1095,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/user_accounts.yml,1.0,SUCCESS,63,72,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/user_accounts.yml/PDG_FILE_LEVEL/pdg.graphml,
1096,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/yum.yml,1.0,SUCCESS,43,50,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/yum.yml/PDG_FILE_LEVEL/pdg.graphml,
1097,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,meta/runtime.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,meta file
1098,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,defaults file
1099,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,defaults file
1100,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/rhosts.yml,1.0,SUCCESS,19,24,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/rhosts.yml/PDG_FILE_LEVEL/pdg.graphml,
1101,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/modprobe.yml,1.0,SUCCESS,26,26,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/modprobe.yml/PDG_FILE_LEVEL/pdg.graphml,
1102,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/limits.yml,1.0,SUCCESS,27,26,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/limits.yml/PDG_FILE_LEVEL/pdg.graphml,
1103,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/tasks/configure.yml,1.0,SUCCESS,56,63,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/mysql_hardening/tasks/configure.yml/PDG_FILE_LEVEL/pdg.graphml,
1104,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/nginx_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,defaults file
1105,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/Suse.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1106,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/Suse.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1107,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,handlers file
1108,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/cron.yml,1.0,SUCCESS,21,23,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/cron.yml/PDG_FILE_LEVEL/pdg.graphml,
1109,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/defaults/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,defaults file
1110,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/crypto_kex.yml,1.0,SUCCESS,25,24,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/crypto_kex.yml/PDG_FILE_LEVEL/pdg.graphml,
1111,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1112,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1113,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/hardening.yml,1.0,SUCCESS,593,1154,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/hardening.yml/PDG_FILE_LEVEL/pdg.graphml,
1114,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,meta file
1115,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Ubuntu_20.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1116,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/RedHat.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1117,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,handlers file
1118,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1119,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/Rocky_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1120,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/vars/Rocky_8.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1121,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/auditd.yml,1.0,SUCCESS,11,10,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/auditd.yml/PDG_FILE_LEVEL/pdg.graphml,
1122,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/pam_debian.yml,1.0,SUCCESS,72,101,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/pam_debian.yml/PDG_FILE_LEVEL/pdg.graphml,
1123,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/minimize_access.yml,1.0,SUCCESS,59,68,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/minimize_access.yml/PDG_FILE_LEVEL/pdg.graphml,
1124,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/tasks/main.yml,1.0,SUCCESS,160,223,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/mysql_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1125,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/main.yml,0.0,SUCCESS,596,1245,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1126,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/nginx_hardening/meta/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,meta file
1127,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Ubuntu_16.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1128,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/Archlinux.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1129,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/Debian.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1130,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/profile.yml,1.0,SUCCESS,14,14,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/profile.yml/PDG_FILE_LEVEL/pdg.graphml,
1131,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/nginx_hardening/handlers/main.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,handlers file
1132,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/SmartOS.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1133,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/mysql_hardening/vars/Fedora.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1134,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/os_hardening/tasks/selinux.yml,1.0,SUCCESS,7,6,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/os_hardening/tasks/selinux.yml/PDG_FILE_LEVEL/pdg.graphml,
1135,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/nginx_hardening/tasks/main.yml,1.0,SUCCESS,86,89,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/nginx_hardening/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
1136,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/tasks/hardening.yml,1.0,SUCCESS,269,406,/app/output/second_pdg_extraction/pdg_file_level/dev-sec/ansible-collection-hardening/66bd1f0aec0b7532618b1dbe012efc6992556b52/roles/ssh_hardening/tasks/hardening.yml/PDG_FILE_LEVEL/pdg.graphml,
1137,dev-sec/ansible-collection-hardening,66bd1f0aec0b7532618b1dbe012efc6992556b52,roles/ssh_hardening/vars/RedHat_8.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1138,dev-sec/ansible-collection-hardening,d7eb00f4b7d24d925a281aa2b46bea44d2840894,roles/mysql_hardening/vars/RedHat_7.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1139,dev-sec/ansible-collection-hardening,d7eb00f4b7d24d925a281aa2b46bea44d2840894,roles/ssh_hardening/vars/RedHat.yml,1.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
1140,dev-sec/ansible-collection-hardening,d7eb00f4b7d24d925a281aa2b46bea44d2840894,roles/nginx_hardening/vars/main.yml,0.0,UNSUPPORTED_FILE_TYPE,0,0,,vars file
